"key","value"
"client"," hours"
"client"," month "
"client"," money urgently"
"client"," transaction sara pending cancel "
"client",""
"client"," withdraw money"
"client"," withdraw money guchet "
"client"," account suspended withdraw money network disturbing multiple commands"
"client"," afternoon sara account weeks "
"client"," remove money sara account"
"client"," apps "
"client"," account password wh"
"client"," persisting"
"client"," account balances months"
"client",""
"client"," "
"client"," "
"client",""
"client"," transfer transaction failed surprise money deducted account"
"client"," momo wallet"
"client"," frs"
"client"," frs byt transaction balance reads frs frs air momo account wallet account"
"client","pls machines assurance money safe"
"client"," solved ppl slow react"
"client"," withdrew money bank account mobile money bank debited account money reflected momo account"
"client"," withdrew money bank account mobile money bank debited account money reflected momo account"
"client",""
"client"," withdrew money bank account mobile money bank debited account money reflected momo account"
"client"," money account"
"client"," sara money"
"client"," downloaded dnt understand "
"client"," "
"client",""
"client"," applied afriland bank bamenda wum afriland bank collecting salary mobile money access process requesting account created account produce atm card atm card town"
"client"," mme afternoon transfer money bank bank dubai commercial bank dubai "
"client"," wisk enquire bank bank statement depositing savings account duration months process documents travel "
"client"," loan duration months earn salary writing finally receive charges deducted "
"client"," read credit card atm card "
"client"," "
"client"," sara account situation "
"client"," accessible"
"client"," withdraw savings account time transfer dubai "
"client"," writing enquire bank function tuesday"
"client"," base document loan duration "
"client"," pops subscribe sara "
"client",""
"client"," transfer salary campost afriland documents procedure "
"client"," bank tomorrow wednesday thursday "
"client"," transfer sara money mtn mobile money wednesday money entered mtn money sara money"
"client"," money sara money mtn money"
"client"," day"
"client"," received frs mtn mobile money "
"client"," people processed "
"client"," transaction month complained times people progress "
"client"," transactions"
"client"," complaining frs people "
"client"," access account weeks "
"client"," hoping resolved"
"client"," wrote complain branch kribi frs frs mixed electrical fault bank "
"client"," waiting money"
"client"," "
"client"," sara money transaction"
"client"," transpired day technical malfunction frs mixed complained severally adjusting money account"
"client",""
"client"," branch checked account unexplained disappearance frs account"
"client"," frs account withdrew frs transferred machine withdrew frs"
"client"," happy records explains frs money badly"
"client"," balance frs"
"client"," "
"client"," withdrew frs bank frs"
"client"," question frs "
